Mod:Item:MetaData, Localized Name
gregtech:gt.blockores:2944, Rock Salt Ore
gregtech:gt.blockores:3944, Rock Salt Ore
gregtech:gt.blockores:4944, Rock Salt Ore
gregtech:gt.blockores:5944, Rock Salt Ore
gregtech:gt.blockores:6944, Rock Salt Ore
gregtech:gt.blockores:16944, Small Rock Salt Ore
gregtech:gt.blockores:17944, Small Rock Salt Ore
gregtech:gt.blockores:18944, Small Rock Salt Ore
gregtech:gt.blockores:19944, Small Rock Salt Ore
gregtech:gt.blockores:20944, Small Rock Salt Ore
gregtech:gt.blockores:21944, Small Rock Salt Ore
gregtech:gt.blockores:22944, Small Rock Salt Ore
gregtech:gt.blockores:945, Stibnite Ore
gregtech:gt.blockores:1945, Stibnite Ore
gregtech:gt.blockores:2945, Stibnite Ore
gregtech:gt.blockores:3945, Stibnite Ore
gregtech:gt.blockores:4945, Stibnite Ore
gregtech:gt.blockores:5945, Stibnite Ore
gregtech:gt.blockores:6945, Stibnite Ore
gregtech:gt.blockores:16945, Small Stibnite Ore
gregtech:gt.blockores:17945, Small Stibnite Ore
gregtech:gt.blockores:18945, Small Stibnite Ore
gregtech:gt.blockores:19945, Small Stibnite Ore
gregtech:gt.blockores:20945, Small Stibnite Ore
gregtech:gt.blockores:21945, Small Stibnite Ore
gregtech:gt.blockores:22945, Small Stibnite Ore
gregtech:gt.blockores:948, Diatomite Ore
gregtech:gt.blockores:1948, Diatomite Ore
gregtech:gt.blockores:2948, Diatomite Ore
gregtech:gt.blockores:3948, Diatomite Ore
gregtech:gt.blockores:4948, Diatomite Ore
gregtech:gt.blockores:5948, Diatomite Ore
gregtech:gt.blockores:6948, Diatomite Ore
gregtech:gt.blockores:16948, Small Diatomite Ore
gregtech:gt.blockores:17948, Small Diatomite Ore
gregtech:gt.blockores:18948, Small Diatomite Ore
gregtech:gt.blockores:19948, Small Diatomite Ore
gregtech:gt.blockores:20948, Small Diatomite Ore
gregtech:gt.blockores:21948, Small Diatomite Ore
gregtech:gt.blockores:22948, Small Diatomite Ore
gregtech:gt.blockores.gc:6, Lithium Ore
gregtech:gt.blockores.gc:1006, Lithium Ore
gregtech:gt.blockores.gc:2006, Lithium Ore
gregtech:gt.blockores.gc:3006, Lithium Ore
gregtech:gt.blockores.gc:16006, Small Lithium Ore
gregtech:gt.blockores.gc:17006, Small Lithium Ore
gregtech:gt.blockores.gc:18006, Small Lithium Ore
gregtech:gt.blockores.gc:19006, Small Lithium Ore
gregtech:gt.blockores.gc:8, Beryllium Ore
gregtech:gt.blockores.gc:1008, Beryllium Ore
gregtech:gt.blockores.gc:2008, Beryllium Ore
gregtech:gt.blockores.gc:3008, Beryllium Ore
gregtech:gt.blockores.gc:16008, Small Beryllium Ore
gregtech:gt.blockores.gc:17008, Small Beryllium Ore
gregtech:gt.blockores.gc:18008, Small Beryllium Ore
gregtech:gt.blockores.gc:19008, Small Beryllium Ore
gregtech:gt.blockores.gc:19, Aluminium Ore
gregtech:gt.blockores.gc:1019, Aluminium Ore
gregtech:gt.blockores.gc:2019, Aluminium Ore
gregtech:gt.blockores.gc:3019, Aluminium Ore
gregtech:gt.blockores.gc:16019, Small Aluminium Ore
gregtech:gt.blockores.gc:17019, Small Aluminium Ore
gregtech:gt.blockores.gc:18019, Small Aluminium Ore
gregtech:gt.blockores.gc:19019, Small Aluminium Ore
gregtech:gt.blockores.gc:22, Sulfur Ore
gregtech:gt.blockores.gc:1022, Sulfur Ore
gregtech:gt.blockores.gc:2022, Sulfur Ore
gregtech:gt.blockores.gc:3022, Sulfur Ore
gregtech:gt.blockores.gc:16022, Small Sulfur Ore
gregtech:gt.blockores.gc:17022, Small Sulfur Ore
gregtech:gt.blockores.gc:18022, Small Sulfur Ore
gregtech:gt.blockores.gc:19022, Small Sulfur Ore
gregtech:gt.blockores.gc:28, Titanium Ore
gregtech:gt.blockores.gc:1028, Titanium Ore
gregtech:gt.blockores.gc:2028, Titanium Ore
gregtech:gt.blockores.gc:3028, Titanium Ore
gregtech:gt.blockores.gc:16028, Small Titanium Ore
gregtech:gt.blockores.gc:17028, Small Titanium Ore
gregtech:gt.blockores.gc:18028, Small Titanium Ore
gregtech:gt.blockores.gc:19028, Small Titanium Ore
gregtech:gt.blockores.gc:30, Chrome Ore
gregtech:gt.blockores.gc:1030, Chrome Ore
gregtech:gt.blockores.gc:2030, Chrome Ore
gregtech:gt.blockores.gc:3030, Chrome Ore
gregtech:gt.blockores.gc:16030, Small Chrome Ore
gregtech:gt.blockores.gc:17030, Small Chrome Ore
gregtech:gt.blockores.gc:18030, Small Chrome Ore
gregtech:gt.blockores.gc:19030, Small Chrome Ore
gregtech:gt.blockores.gc:31, Manganese Ore
gregtech:gt.blockores.gc:1031, Manganese Ore
gregtech:gt.blockores.gc:2031, Manganese Ore
gregtech:gt.blockores.gc:3031, Manganese Ore
gregtech:gt.blockores.gc:16031, Small Manganese Ore
gregtech:gt.blockores.gc:17031, Small Manganese Ore
gregtech:gt.blockores.gc:18031, Small Manganese Ore
gregtech:gt.blockores.gc:19031, Small Manganese Ore
gregtech:gt.blockores.gc:32, Iron Ore
gregtech:gt.blockores.gc:1032, Iron Ore
gregtech:gt.blockores.gc:2032, Iron Ore
gregtech:gt.blockores.gc:3032, Iron Ore
gregtech:gt.blockores.gc:16032, Small Iron Ore
gregtech:gt.blockores.gc:17032, Small Iron Ore
gregtech:gt.blockores.gc:18032, Small Iron Ore
gregtech:gt.blockores.gc:19032, Small Iron Ore
gregtech:gt.blockores.gc:34, Nickel Ore
gregtech:gt.blockores.gc:1034, Nickel Ore
gregtech:gt.blockores.gc:2034, Nickel Ore
gregtech:gt.blockores.gc:3034, Nickel Ore
gregtech:gt.blockores.gc:16034, Small Nickel Ore
gregtech:gt.blockores.gc:17034, Small Nickel Ore
gregtech:gt.blockores.gc:18034, Small Nickel Ore
gregtech:gt.blockores.gc:19034, Small Nickel Ore
gregtech:gt.blockores.gc:35, Copper Ore
gregtech:gt.blockores.gc:1035, Copper Ore
gregtech:gt.blockores.gc:2035, Copper Ore
gregtech:gt.blockores.gc:3035, Copper Ore
gregtech:gt.blockores.gc:16035, Small Copper Ore
gregtech:gt.blockores.gc:17035, Small Copper Ore
gregtech:gt.blockores.gc:18035, Small Copper Ore
gregtech:gt.blockores.gc:19035, Small Copper Ore
gregtech:gt.blockores.gc:36, Zinc Ore
gregtech:gt.blockores.gc:1036, Zinc Ore
gregtech:gt.blockores.gc:2036, Zinc Ore
gregtech:gt.blockores.gc:3036, Zinc Ore
gregtech:gt.blockores.gc:16036, Small Zinc Ore
gregtech:gt.blockores.gc:17036, Small Zinc Ore
gregtech:gt.blockores.gc:18036, Small Zinc Ore
gregtech:gt.blockores.gc:19036, Small Zinc Ore
gregtech:gt.blockores.gc:48, Molybdenum Ore
gregtech:gt.blockores.gc:1048, Molybdenum Ore
gregtech:gt.blockores.gc:2048, Molybdenum Ore
gregtech:gt.blockores.gc:3048, Molybdenum Ore
gregtech:gt.blockores.gc:16048, Small Molybdenum Ore
gregtech:gt.blockores.gc:17048, Small Molybdenum Ore
gregtech:gt.blockores.gc:18048, Small Molybdenum Ore
gregtech:gt.blockores.gc:19048, Small Molybdenum Ore
gregtech:gt.blockores.gc:52, Palladium Ore
gregtech:gt.blockores.gc:1052, Palladium Ore
gregtech:gt.blockores.gc:2052, Palladium Ore
gregtech:gt.blockores.gc:3052, Palladium Ore
gregtech:gt.blockores.gc:16052, Small Palladium Ore
gregtech:gt.blockores.gc:17052, Small Palladium Ore
gregtech:gt.blockores.gc:18052, Small Palladium Ore
gregtech:gt.blockores.gc:19052, Small Palladium Ore
gregtech:gt.blockores.gc:54, Silver Ore
gregtech:gt.blockores.gc:1054, Silver Ore
gregtech:gt.blockores.gc:2054, Silver Ore
gregtech:gt.blockores.gc:3054, Silver Ore
gregtech:gt.blockores.gc:16054, Small Silver Ore
gregtech:gt.blockores.gc:17054, Small Silver Ore
gregtech:gt.blockores.gc:18054, Small Silver Ore
gregtech:gt.blockores.gc:19054, Small Silver Ore
gregtech:gt.blockores.gc:57, Tin Ore
gregtech:gt.blockores.gc:1057, Tin Ore
gregtech:gt.blockores.gc:2057, Tin Ore
gregtech:gt.blockores.gc:3057, Tin Ore
gregtech:gt.blockores.gc:16057, Small Tin Ore
gregtech:gt.blockores.gc:17057, Small Tin Ore
gregtech:gt.blockores.gc:18057, Small Tin Ore
gregtech:gt.blockores.gc:19057, Small Tin Ore
gregtech:gt.blockores.gc:67, Neodymium Ore
gregtech:gt.blockores.gc:1067, Neodymium Ore
gregtech:gt.blockores.gc:2067, Neodymium Ore
gregtech:gt.blockores.gc:3067, Neodymium Ore
gregtech:gt.blockores.gc:16067, Small Neodymium Ore
gregtech:gt.blockores.gc:17067, Small Neodymium Ore
gregtech:gt.blockores.gc:18067, Small Neodymium Ore
gregtech:gt.blockores.gc:19067, Small Neodymium Ore
gregtech:gt.blockores.gc:83, Osmium Ore
gregtech:gt.blockores.gc:1083, Osmium Ore
gregtech:gt.blockores.gc:2083, Osmium Ore
gregtech:gt.blockores.gc:3083, Osmium Ore
gregtech:gt.blockores.gc:16083, Small Osmium Ore
gregtech:gt.blockores.gc:17083, Small Osmium Ore
gregtech:gt.blockores.gc:18083, Small Osmium Ore
gregtech:gt.blockores.gc:19083, Small Osmium Ore
gregtech:gt.blockores.gc:84, Iridium Ore
gregtech:gt.blockores.gc:1084, Iridium Ore
gregtech:gt.blockores.gc:2084, Iridium Ore
gregtech:gt.blockores.gc:3084, Iridium Ore
gregtech:gt.blockores.gc:16084, Small Iridium Ore
gregtech:gt.blockores.gc:17084, Small Iridium Ore
gregtech:gt.blockores.gc:18084, Small Iridium Ore
gregtech:gt.blockores.gc:19084, Small Iridium Ore
gregtech:gt.blockores.gc:85, Platinum Ore
gregtech:gt.blockores.gc:1085, Platinum Ore
gregtech:gt.blockores.gc:2085, Platinum Ore
gregtech:gt.blockores.gc:3085, Platinum Ore
gregtech:gt.blockores.gc:16085, Small Platinum Ore
gregtech:gt.blockores.gc:17085, Small Platinum Ore
gregtech:gt.blockores.gc:18085, Small Platinum Ore
gregtech:gt.blockores.gc:19085, Small Platinum Ore
gregtech:gt.blockores.gc:86, Gold Ore
gregtech:gt.blockores.gc:1086, Gold Ore
gregtech:gt.blockores.gc:2086, Gold Ore
gregtech:gt.blockores.gc:3086, Gold Ore
gregtech:gt.blockores.gc:16086, Small Gold Ore
gregtech:gt.blockores.gc:17086, Small Gold Ore
gregtech:gt.blockores.gc:18086, Small Gold Ore
gregtech:gt.blockores.gc:19086, Small Gold Ore
gregtech:gt.blockores.gc:89, Lead Ore
gregtech:gt.blockores.gc:1089, Lead Ore
gregtech:gt.blockores.gc:2089, Lead Ore
gregtech:gt.blockores.gc:3089, Lead Ore
gregtech:gt.blockores.gc:16089, Small Lead Ore
gregtech:gt.blockores.gc:17089, Small Lead Ore
gregtech:gt.blockores.gc:18089, Small Lead Ore
gregtech:gt.blockores.gc:19089, Small Lead Ore
gregtech:gt.blockores.gc:90, Bismuth Ore
gregtech:gt.blockores.gc:1090, Bismuth Ore
gregtech:gt.blockores.gc:2090, Bismuth Ore
gregtech:gt.blockores.gc:3090, Bismuth Ore
gregtech:gt.blockores.gc:16090, Small Bismuth Ore
gregtech:gt.blockores.gc:17090, Small Bismuth Ore
gregtech:gt.blockores.gc:18090, Small Bismuth Ore
gregtech:gt.blockores.gc:19090, Small Bismuth Ore
gregtech:gt.blockores.gc:96, Thorium Ore
gregtech:gt.blockores.gc:1096, Thorium Ore
gregtech:gt.blockores.gc:2096, Thorium Ore
gregtech:gt.blockores.gc:3096, Thorium Ore
gregtech:gt.blockores.gc:16096, Small Thorium Ore
gregtech:gt.blockores.gc:17096, Small Thorium Ore
gregtech:gt.blockores.gc:18096, Small Thorium Ore
gregtech:gt.blockores.gc:19096, Small Thorium Ore
gregtech:gt.blockores.gc:97, Uranium 235 Ore
gregtech:gt.blockores.gc:1097, Uranium 235 Ore
gregtech:gt.blockores.gc:2097, Uranium 235 Ore
gregtech:gt.blockores.gc:3097, Uranium 235 Ore
gregtech:gt.blockores.gc:16097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:17097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:18097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:19097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:98, Uranium 238 Ore
gregtech:gt.blockores.gc:1098, Uranium 238 Ore
gregtech:gt.blockores.gc:2098, Uranium 238 Ore
gregtech:gt.blockores.gc:3098, Uranium 238 Ore
gregtech:gt.blockores.gc:16098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:17098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:18098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:19098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:100, Plutonium 244 Ore
gregtech:gt.blockores.gc:1100, Plutonium 244 Ore
gregtech:gt.blockores.gc:2100, Plutonium 244 Ore
gregtech:gt.blockores.gc:3100, Plutonium 244 Ore
gregtech:gt.blockores.gc:16100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:17100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:18100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:19100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:323, Infused Gold Ore
gregtech:gt.blockores.gc:1323, Infused Gold Ore
gregtech:gt.blockores.gc:2323, Infused Gold Ore
gregtech:gt.blockores.gc:3323, Infused Gold Ore
gregtech:gt.blockores.gc:16323, Small Infused Gold Ore
gregtech:gt.blockores.gc:17323, Small Infused Gold Ore
gregtech:gt.blockores.gc:18323, Small Infused Gold Ore
gregtech:gt.blockores.gc:19323, Small Infused Gold Ore
gregtech:gt.blockores.gc:324, Naquadah Ore
gregtech:gt.blockores.gc:1324, Naquadah Ore
gregtech:gt.blockores.gc:2324, Naquadah Ore
gregtech:gt.blockores.gc:3324, Naquadah Ore
gregtech:gt.blockores.gc:16324, Small Naquadah Ore
gregtech:gt.blockores.gc:17324, Small Naquadah Ore
gregtech:gt.blockores.gc:18324, Small Naquadah Ore
gregtech:gt.blockores.gc:19324, Small Naquadah Ore
gregtech:gt.blockores.gc:326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:1326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:2326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:3326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:16326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:17326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:18326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:19326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:327, Naquadria Ore
gregtech:gt.blockores.gc:1327, Naquadria Ore
gregtech:gt.blockores.gc:2327, Naquadria Ore
gregtech:gt.blockores.gc:3327, Naquadria Ore
gregtech:gt.blockores.gc:16327, Small Naquadria Ore
gregtech:gt.blockores.gc:17327, Small Naquadria Ore
gregtech:gt.blockores.gc:18327, Small Naquadria Ore
gregtech:gt.blockores.gc:19327, Small Naquadria Ore
gregtech:gt.blockores.gc:340, Meteoric Iron Ore
gregtech:gt.blockores.gc:1340, Meteoric Iron Ore
gregtech:gt.blockores.gc:2340, Meteoric Iron Ore
gregtech:gt.blockores.gc:3340, Meteoric Iron Ore
gregtech:gt.blockores.gc:16340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:17340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:18340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:19340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:347, Firestone Ore
gregtech:gt.blockores.gc:1347, Firestone Ore
gregtech:gt.blockores.gc:2347, Firestone Ore
gregtech:gt.blockores.gc:3347, Firestone Ore
gregtech:gt.blockores.gc:16347, Small Firestone Ore
gregtech:gt.blockores.gc:17347, Small Firestone Ore
gregtech:gt.blockores.gc:18347, Small Firestone Ore
gregtech:gt.blockores.gc:19347, Small Firestone Ore
gregtech:gt.blockores.gc:364, Dark Steel Ore
gregtech:gt.blockores.gc:1364, Dark Steel Ore
gregtech:gt.blockores.gc:2364, Dark Steel Ore
gregtech:gt.blockores.gc:3364, Dark Steel Ore
gregtech:gt.blockores.gc:16364, Small Dark Steel Ore
gregtech:gt.blockores.gc:17364, Small Dark Steel Ore
gregtech:gt.blockores.gc:18364, Small Dark Steel Ore
gregtech:gt.blockores.gc:19364, Small Dark Steel Ore
gregtech:gt.blockores.gc:500, Diamond Ore
gregtech:gt.blockores.gc:1500, Diamond Ore
gregtech:gt.blockores.gc:2500, Diamond Ore
gregtech:gt.blockores.gc:3500, Diamond Ore
gregtech:gt.blockores.gc:16500, Small Diamond Ore
gregtech:gt.blockores.gc:17500, Small Diamond Ore
gregtech:gt.blockores.gc:18500, Small Diamond Ore
gregtech:gt.blockores.gc:19500, Small Diamond Ore
gregtech:gt.blockores.gc:501, Emerald Ore
gregtech:gt.blockores.gc:1501, Emerald Ore
gregtech:gt.blockores.gc:2501, Emerald Ore
gregtech:gt.blockores.gc:3501, Emerald Ore
gregtech:gt.blockores.gc:16501, Small Emerald Ore
gregtech:gt.blockores.gc:17501, Small Emerald Ore
gregtech:gt.blockores.gc:18501, Small Emerald Ore
gregtech:gt.blockores.gc:19501, Small Emerald Ore
gregtech:gt.blockores.gc:502, Ruby Ore
gregtech:gt.blockores.gc:1502, Ruby Ore
gregtech:gt.blockores.gc:2502, Ruby Ore
gregtech:gt.blockores.gc:3502, Ruby Ore
gregtech:gt.blockores.gc:16502, Small Ruby Ore
gregtech:gt.blockores.gc:17502, Small Ruby Ore
gregtech:gt.blockores.gc:18502, Small Ruby Ore
gregtech:gt.blockores.gc:19502, Small Ruby Ore
gregtech:gt.blockores.gc:503, Sapphire Ore
gregtech:gt.blockores.gc:1503, Sapphire Ore
gregtech:gt.blockores.gc:2503, Sapphire Ore
gregtech:gt.blockores.gc:3503, Sapphire Ore
gregtech:gt.blockores.gc:16503, Small Sapphire Ore
gregtech:gt.blockores.gc:17503, Small Sapphire Ore
gregtech:gt.blockores.gc:18503, Small Sapphire Ore
gregtech:gt.blockores.gc:19503, Small Sapphire Ore
gregtech:gt.blockores.gc:504, Green Sapphire Ore
gregtech:gt.blockores.gc:1504, Green Sapphire Ore
gregtech:gt.blockores.gc:2504, Green Sapphire Ore
gregtech:gt.blockores.gc:3504, Green Sapphire Ore
gregtech:gt.blockores.gc:16504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:17504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:18504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:19504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:505, Olivine Ore
gregtech:gt.blockores.gc:1505, Olivine Ore
gregtech:gt.blockores.gc:2505, Olivine Ore
gregtech:gt.blockores.gc:3505, Olivine Ore
gregtech:gt.blockores.gc:16505, Small Olivine Ore
gregtech:gt.blockores.gc:17505, Small Olivine Ore
gregtech:gt.blockores.gc:18505, Small Olivine Ore
gregtech:gt.blockores.gc:19505, Small Olivine Ore
gregtech:gt.blockores.gc:507, Topaz Ore
gregtech:gt.blockores.gc:1507, Topaz Ore
gregtech:gt.blockores.gc:2507, Topaz Ore
gregtech:gt.blockores.gc:3507, Topaz Ore
gregtech:gt.blockores.gc:16507, Small Topaz Ore
gregtech:gt.blockores.gc:17507, Small Topaz Ore
gregtech:gt.blockores.gc:18507, Small Topaz Ore
gregtech:gt.blockores.gc:19507, Small Topaz Ore
gregtech:gt.blockores.gc:508, Tanzanite Ore
gregtech:gt.blockores.gc:1508, Tanzanite Ore
gregtech:gt.blockores.gc:2508, Tanzanite Ore
gregtech:gt.blockores.gc:3508, Tanzanite Ore
gregtech:gt.blockores.gc:16508, Small Tanzanite Ore
gregtech:gt.blockores.gc:17508, Small Tanzanite Ore
gregtech:gt.blockores.gc:18508, Small Tanzanite Ore
gregtech:gt.blockores.gc:19508, Small Tanzanite Ore
gregtech:gt.blockores.gc:509, Amethyst Ore
gregtech:gt.blockores.gc:1509, Amethyst Ore
gregtech:gt.blockores.gc:2509, Amethyst Ore
gregtech:gt.blockores.gc:3509, Amethyst Ore
gregtech:gt.blockores.gc:16509, Small Amethyst Ore
gregtech:gt.blockores.gc:17509, Small Amethyst Ore
gregtech:gt.blockores.gc:18509, Small Amethyst Ore
gregtech:gt.blockores.gc:19509, Small Amethyst Ore
gregtech:gt.blockores.gc:510, Opal Ore
gregtech:gt.blockores.gc:1510, Opal Ore
gregtech:gt.blockores.gc:2510, Opal Ore
gregtech:gt.blockores.gc:3510, Opal Ore
gregtech:gt.blockores.gc:16510, Small Opal Ore
gregtech:gt.blockores.gc:17510, Small Opal Ore
gregtech:gt.blockores.gc:18510, Small Opal Ore
gregtech:gt.blockores.gc:19510, Small Opal Ore
gregtech:gt.blockores.gc:512, Ruby Ore
gregtech:gt.blockores.gc:1512, Ruby Ore
gregtech:gt.blockores.gc:2512, Ruby Ore
gregtech:gt.blockores.gc:3512, Ruby Ore
gregtech:gt.blockores.gc:16512, Small Ruby Ore
gregtech:gt.blockores.gc:17512, Small Ruby Ore
gregtech:gt.blockores.gc:18512, Small Ruby Ore
gregtech:gt.blockores.gc:19512, Small Ruby Ore
gregtech:gt.blockores.gc:513, Blue Topaz Ore
gregtech:gt.blockores.gc:1513, Blue Topaz Ore
gregtech:gt.blockores.gc:2513, Blue Topaz Ore
gregtech:gt.blockores.gc:3513, Blue Topaz Ore
gregtech:gt.blockores.gc:16513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:17513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:18513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:19513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:514, Amber Ore
gregtech:gt.blockores.gc:1514, Amber Ore
gregtech:gt.blockores.gc:2514, Amber Ore
gregtech:gt.blockores.gc:3514, Amber Ore
gregtech:gt.blockores.gc:16514, Small Amber Ore
gregtech:gt.blockores.gc:17514, Small Amber Ore
gregtech:gt.blockores.gc:18514, Small Amber Ore
gregtech:gt.blockores.gc:19514, Small Amber Ore
gregtech:gt.blockores.gc:516, Certus Quartz Ore
gregtech:gt.blockores.gc:1516, Certus Quartz Ore
gregtech:gt.blockores.gc:2516, Certus Quartz Ore
gregtech:gt.blockores.gc:3516, Certus Quartz Ore
gregtech:gt.blockores.gc:16516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:17516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:18516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:19516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:520, Monazite Ore
gregtech:gt.blockores.gc:1520, Monazite Ore
gregtech:gt.blockores.gc:2520, Monazite Ore
